Time,Charge of the electric vehicle (PV System) 
,kWh
29.08. 19:00,73.365
29.08. 20:00,73.35
29.08. 21:00,47.604
29.08. 22:00,12.538
29.08. 23:00,7.4654
30.08. 00:00,7.8726
30.08. 01:00,7.8724
30.08. 02:00,7.8721
30.08. 03:00,7.8719
30.08. 04:00,7.8716
30.08. 05:00,7.8714
30.08. 06:00,15.3768
30.08. 07:00,60.96
30.08. 08:00,0
30.08. 09:00,55.005
30.08. 10:00,55.011
30.08. 11:00,32.241
30.08. 12:00,22.002
30.08. 13:00,16.396
30.08. 14:00,0
30.08. 15:00,0
30.08. 16:00,0
30.08. 17:00,0
30.08. 18:00,52.70186
30.08. 19:00,73.37
30.08. 20:00,73.338
30.08. 21:00,11.193
30.08. 22:00,8.3227
30.08. 23:00,7.7724
31.08. 00:00,7.6535
31.08. 01:00,7.6066
31.08. 02:00,7.5623
31.08. 03:00,7.5587
31.08. 04:00,7.5564
31.08. 05:00,24.643
31.08. 06:00,66.7953
31.08. 07:00,117.41
31.08. 08:00,44.004
31.08. 09:00,77.01
31.08. 10:00,33.011
31.08. 11:00,10.236
31.08. 12:00,0
31.08. 13:00,0
31.08. 14:00,0
31.08. 15:00,0
31.08. 16:00,0
31.08. 17:00,0
31.08. 18:00,14.867
31.08. 19:00,73.376
31.08. 20:00,73.346
31.08. 21:00,54.862
31.08. 22:00,0
31.08. 23:00,0
01.09. 00:00,0
01.09. 01:00,0
01.09. 02:00,0
01.09. 03:00,0
01.09. 04:00,0
01.09. 05:00,0
01.09. 06:00,6.899
01.09. 07:00,73.402
01.09. 08:00,73.403
01.09. 09:00,73.405
01.09. 10:00,72.413
01.09. 11:00,25.258
01.09. 12:00,0
01.09. 13:00,0
01.09. 14:00,0
01.09. 15:00,0
01.09. 16:00,0
01.09. 17:00,0
01.09. 18:00,0
01.09. 19:00,0
01.09. 20:00,0
01.09. 21:00,0
01.09. 22:00,0
01.09. 23:00,0
02.09. 00:00,0
02.09. 01:00,0
02.09. 02:00,0
02.09. 03:00,0
02.09. 04:00,0
02.09. 05:00,0
02.09. 06:00,0
02.09. 07:00,0
02.09. 08:00,0
02.09. 09:00,0
02.09. 10:00,0
02.09. 11:00,0
02.09. 12:00,0
02.09. 13:00,0
02.09. 14:00,0
02.09. 15:00,0
02.09. 16:00,0
02.09. 17:00,0
02.09. 18:00,0
02.09. 19:00,0
02.09. 20:00,0
02.09. 21:00,0
02.09. 22:00,0
02.09. 23:00,0
03.09. 00:00,0
03.09. 01:00,0
03.09. 02:00,0
03.09. 03:00,0
03.09. 04:00,0
03.09. 05:00,0
03.09. 06:00,0
03.09. 07:00,0
03.09. 08:00,0
03.09. 09:00,33.005
03.09. 10:00,32.96
03.09. 11:00,10.386
03.09. 12:00,0
03.09. 13:00,0
03.09. 14:00,0
03.09. 15:00,0
03.09. 16:00,0
03.09. 17:00,0
03.09. 18:00,0
03.09. 19:00,73.348
03.09. 20:00,73.402
03.09. 21:00,53.971
03.09. 22:00,0
03.09. 23:00,0
04.09. 00:00,0
04.09. 01:00,0
04.09. 02:00,0
04.09. 03:00,0
04.09. 04:00,0
04.09. 05:00,0
04.09. 06:00,69.69529
04.09. 07:00,117.41
04.09. 08:00,44.004
04.09. 09:00,98.988
04.09. 10:00,55.011
04.09. 11:00,32.237
04.09. 12:00,22.002
04.09. 13:00,22.003
04.09. 14:00,0
04.09. 15:00,0
04.09. 16:00,0
04.09. 17:00,0
04.09. 18:00,15.283
04.09. 19:00,73.354
04.09. 20:00,73.401
04.09. 21:00,53.613
04.09. 22:00,0
04.09. 23:00,0
05.09. 00:00,0
05.09. 01:00,0
05.09. 02:00,0
05.09. 03:00,0
05.09. 04:00,0
05.09. 05:00,0
05.09. 06:00,68.56435
05.09. 07:00,73.404
05.09. 08:00,0
05.09. 09:00,33.005
05.09. 10:00,33.011
05.09. 11:00,10.236
05.09. 12:00,0
05.09. 13:00,0
05.09. 14:00,0
05.09. 15:00,0
05.09. 16:00,0
05.09. 17:00,0
05.09. 18:00,17.24
05.09. 19:00,73.369
05.09. 20:00,73.361
05.09. 21:00,53.682
05.09. 22:00,0
05.09. 23:00,0
06.09. 00:00,0
06.09. 01:00,0
06.09. 02:00,0
06.09. 03:00,0
06.09. 04:00,0
06.09. 05:00,0
06.09. 06:00,55.0009
06.09. 07:00,89.95
06.09. 08:00,32.419
06.09. 09:00,84.184
06.09. 10:00,86.14795
06.09. 11:00,68.993
06.09. 12:00,22.001
06.09. 13:00,22.002
06.09. 14:00,16.287
06.09. 15:00,0
06.09. 16:00,0
06.09. 17:00,0
06.09. 18:00,20.1114
06.09. 19:00,73.383
06.09. 20:00,73.357
06.09. 21:00,44.102
06.09. 22:00,11.557
06.09. 23:00,8.3481
07.09. 00:00,7.7969
07.09. 01:00,7.56
07.09. 02:00,8.061
07.09. 03:00,8.0608
07.09. 04:00,8.0605
07.09. 05:00,8.0603
07.09. 06:00,69.989
07.09. 07:00,73.404
07.09. 08:00,0
07.09. 09:00,33.005
07.09. 10:00,33.011
07.09. 11:00,10.236
07.09. 12:00,0
07.09. 13:00,0
07.09. 14:00,0
07.09. 15:00,0
07.09. 16:00,0
07.09. 17:00,0
07.09. 18:00,52.7009
07.09. 19:00,73.368
07.09. 20:00,73.354
07.09. 21:00,0
07.09. 22:00,0
07.09. 23:00,0
08.09. 00:00,0
08.09. 01:00,0
08.09. 02:00,0
08.09. 03:00,0
08.09. 04:00,0
08.09. 05:00,0
08.09. 06:00,32.598
08.09. 07:00,73.402
08.09. 08:00,73.403
08.09. 09:00,73.405
08.09. 10:00,55.004
08.09. 11:00,35.753
08.09. 12:00,0
08.09. 13:00,0
08.09. 14:00,0
08.09. 15:00,0
08.09. 16:00,0
08.09. 17:00,0
08.09. 18:00,0
08.09. 19:00,0
08.09. 20:00,0
08.09. 21:00,0
08.09. 22:00,0
08.09. 23:00,0
09.09. 00:00,0
09.09. 01:00,0
09.09. 02:00,0
09.09. 03:00,0
09.09. 04:00,0
09.09. 05:00,0
09.09. 06:00,0
09.09. 07:00,0
09.09. 08:00,0
09.09. 09:00,0
09.09. 10:00,0
09.09. 11:00,0
09.09. 12:00,0
09.09. 13:00,0
09.09. 14:00,0
09.09. 15:00,0
09.09. 16:00,0
09.09. 17:00,0
09.09. 18:00,0
09.09. 19:00,0
09.09. 20:00,0
09.09. 21:00,0
09.09. 22:00,0
09.09. 23:00,0
10.09. 00:00,0
10.09. 01:00,0
10.09. 02:00,0
10.09. 03:00,0
10.09. 04:00,0
10.09. 05:00,0
10.09. 06:00,0
10.09. 07:00,44.002
10.09. 08:00,44.004
10.09. 09:00,77.01
10.09. 10:00,29.257
10.09. 11:00,14.235
10.09. 12:00,0
10.09. 13:00,0
10.09. 14:00,0
10.09. 15:00,0
10.09. 16:00,0
10.09. 17:00,0
10.09. 18:00,0
10.09. 19:00,73.336
10.09. 20:00,73.401
10.09. 21:00,53.726
10.09. 22:00,0
10.09. 23:00,0
11.09. 00:00,0
11.09. 01:00,0
11.09. 02:00,0
11.09. 03:00,0
11.09. 04:00,0
11.09. 05:00,0
11.09. 06:00,16.4453
11.09. 07:00,60.831
11.09. 08:00,0
11.09. 09:00,55.005
11.09. 10:00,55.011
11.09. 11:00,32.237
11.09. 12:00,22.002
11.09. 13:00,22.003
11.09. 14:00,0
11.09. 15:00,0
11.09. 16:00,0
11.09. 17:00,0
11.09. 18:00,45.9763
11.09. 19:00,73.369
11.09. 20:00,73.336
11.09. 21:00,0
11.09. 22:00,0
11.09. 23:00,0
12.09. 00:00,0
12.09. 01:00,0
12.09. 02:00,0
12.09. 03:00,0
12.09. 04:00,0
12.09. 05:00,0
12.09. 06:00,73.402
12.09. 07:00,117.4
12.09. 08:00,44.004
12.09. 09:00,77.01
12.09. 10:00,33.011
12.09. 11:00,10.236
12.09. 12:00,0
12.09. 13:00,0
12.09. 14:00,0
12.09. 15:00,0
12.09. 16:00,0
12.09. 17:00,0
12.09. 18:00,52.7044
12.09. 19:00,73.382
12.09. 20:00,73.355
12.09. 21:00,0
12.09. 22:00,7.0351
12.09. 23:00,7.0349
13.09. 00:00,7.0347
13.09. 01:00,7.0346
13.09. 02:00,7.0344
13.09. 03:00,7.0342
13.09. 04:00,7.034
13.09. 05:00,7.0338
13.09. 06:00,73.402
13.09. 07:00,73.403
13.09. 08:00,0
13.09. 09:00,55.005
13.09. 10:00,55.011
13.09. 11:00,32.237
13.09. 12:00,22.002
13.09. 13:00,22.003
13.09. 14:00,0
13.09. 15:00,0
13.09. 16:00,0
13.09. 17:00,0
13.09. 18:00,52.7039
13.09. 19:00,73.38
13.09. 20:00,73.353
13.09. 21:00,0
13.09. 22:00,0
13.09. 23:00,0
14.09. 00:00,0
14.09. 01:00,0
14.09. 02:00,0
14.09. 03:00,0
14.09. 04:00,0
14.09. 05:00,72.447
14.09. 06:00,73.377
14.09. 07:00,117.41
14.09. 08:00,44.003
14.09. 09:00,77.01
14.09. 10:00,52.345
14.09. 11:00,10.236
14.09. 12:00,0
14.09. 13:00,0
14.09. 14:00,0
14.09. 15:00,0
14.09. 16:00,0
14.09. 17:00,0
14.09. 18:00,52.7022
14.09. 19:00,73.371
14.09. 20:00,73.359
14.09. 21:00,68.818
14.09. 22:00,0
14.09. 23:00,0
15.09. 00:00,0
15.09. 01:00,0
15.09. 02:00,0
15.09. 03:00,0
15.09. 04:00,0
15.09. 05:00,0
15.09. 06:00,18.6786
15.09. 07:00,73.403
15.09. 08:00,73.404
15.09. 09:00,73.406
15.09. 10:00,55.005
15.09. 11:00,0
15.09. 12:00,0
15.09. 13:00,0
15.09. 14:00,0
15.09. 15:00,0
15.09. 16:00,0
15.09. 17:00,0
15.09. 18:00,0
15.09. 19:00,0
15.09. 20:00,0
15.09. 21:00,0
15.09. 22:00,0
15.09. 23:00,0
16.09. 00:00,0
16.09. 01:00,0
16.09. 02:00,0
16.09. 03:00,0
16.09. 04:00,0
16.09. 05:00,0
16.09. 06:00,0
16.09. 07:00,0
16.09. 08:00,0
16.09. 09:00,0
16.09. 10:00,0
16.09. 11:00,0
16.09. 12:00,0
16.09. 13:00,0
16.09. 14:00,0
16.09. 15:00,0
16.09. 16:00,0
16.09. 17:00,0
16.09. 18:00,0
16.09. 19:00,0
16.09. 20:00,0
16.09. 21:00,0
16.09. 22:00,0
16.09. 23:00,0
17.09. 00:00,0
17.09. 01:00,0
17.09. 02:00,0
17.09. 03:00,0
17.09. 04:00,0
17.09. 05:00,0
17.09. 06:00,0
17.09. 07:00,0
17.09. 08:00,0
17.09. 09:00,33.005
17.09. 10:00,33.011
17.09. 11:00,10.236
17.09. 12:00,0
17.09. 13:00,0
17.09. 14:00,0
17.09. 15:00,0
17.09. 16:00,0
17.09. 17:00,0
17.09. 18:00,0
17.09. 19:00,73.332
17.09. 20:00,73.402
17.09. 21:00,51.404
17.09. 22:00,0
17.09. 23:00,0
18.09. 00:00,0
18.09. 01:00,0
18.09. 02:00,0
18.09. 03:00,0
18.09. 04:00,0
18.09. 05:00,0
18.09. 06:00,0
18.09. 07:00,88.795
18.09. 08:00,44.003
18.09. 09:00,99.01
18.09. 10:00,55.011
18.09. 11:00,32.31
18.09. 12:00,22.002
18.09. 13:00,22.003
18.09. 14:00,0
18.09. 15:00,0
18.09. 16:00,0
18.09. 17:00,0
18.09. 18:00,45.97646
18.09. 19:00,73.368
18.09. 20:00,73.355
18.09. 21:00,73.402
18.09. 22:00,0
18.09. 23:00,0
19.09. 00:00,0
19.09. 01:00,0
19.09. 02:00,0
19.09. 03:00,0
19.09. 04:00,0
19.09. 05:00,0
19.09. 06:00,16.001
19.09. 07:00,73.403
19.09. 08:00,0
19.09. 09:00,33.005
19.09. 10:00,77.014
19.09. 11:00,54.241
19.09. 12:00,17.344
19.09. 13:00,0
19.09. 14:00,0
19.09. 15:00,0
19.09. 16:00,0
19.09. 17:00,0
19.09. 18:00,52.70341
19.09. 19:00,73.377
19.09. 20:00,73.368
19.09. 21:00,10.179
19.09. 22:00,7.5085
19.09. 23:00,7.9466
20.09. 00:00,7.9463
20.09. 01:00,7.9461
20.09. 02:00,7.9459
20.09. 03:00,7.9456
20.09. 04:00,7.9454
20.09. 05:00,7.9452
20.09. 06:00,73.402
20.09. 07:00,73.403
20.09. 08:00,0
20.09. 09:00,55.005
20.09. 10:00,55.011
20.09. 11:00,32.237
20.09. 12:00,22.002
20.09. 13:00,22.003
20.09. 14:00,0
20.09. 15:00,0
20.09. 16:00,0
20.09. 17:00,0
20.09. 18:00,52.70202
20.09. 19:00,73.373
20.09. 20:00,73.341
20.09. 21:00,9.2763
20.09. 22:00,7.7845
20.09. 23:00,7.6342
21.09. 00:00,7.5868
21.09. 01:00,7.5683
21.09. 02:00,7.5615
21.09. 03:00,7.5591
21.09. 04:00,7.5568
21.09. 05:00,8.0644
21.09. 06:00,36.497
21.09. 07:00,117.41
21.09. 08:00,44.004
21.09. 09:00,77.01
21.09. 10:00,33.011
21.09. 11:00,10.236
21.09. 12:00,0
21.09. 13:00,0
21.09. 14:00,0
21.09. 15:00,0
21.09. 16:00,0
21.09. 17:00,0
21.09. 18:00,52.704
21.09. 19:00,73.379
21.09. 20:00,73.351
21.09. 21:00,11.013
21.09. 22:00,8.1826
21.09. 23:00,7.639
22.09. 00:00,7.5809
22.09. 01:00,7.5624
22.09. 02:00,7.5597
22.09. 03:00,7.5574
22.09. 04:00,7.5571
22.09. 05:00,7.557
22.09. 06:00,17.6688
22.09. 07:00,73.402
22.09. 08:00,73.403
22.09. 09:00,73.405
22.09. 10:00,73.407
22.09. 11:00,9.2319
22.09. 12:00,0
22.09. 13:00,0
22.09. 14:00,0
22.09. 15:00,0
22.09. 16:00,0
22.09. 17:00,0
22.09. 18:00,0
22.09. 19:00,0
22.09. 20:00,0
22.09. 21:00,0
22.09. 22:00,0
22.09. 23:00,0
23.09. 00:00,0
23.09. 01:00,0
23.09. 02:00,0
23.09. 03:00,0
23.09. 04:00,0
23.09. 05:00,0
23.09. 06:00,0
23.09. 07:00,0
23.09. 08:00,0
23.09. 09:00,0
23.09. 10:00,0
23.09. 11:00,0
23.09. 12:00,0
23.09. 13:00,0
23.09. 14:00,0
23.09. 15:00,0
23.09. 16:00,0
23.09. 17:00,0
23.09. 18:00,0
23.09. 19:00,0
23.09. 20:00,0
23.09. 21:00,0
23.09. 22:00,0
23.09. 23:00,0
24.09. 00:00,0
24.09. 01:00,0
24.09. 02:00,0
24.09. 03:00,0
24.09. 04:00,0
24.09. 05:00,0
24.09. 06:00,0
24.09. 07:00,0
24.09. 08:00,0
24.09. 09:00,33.005
24.09. 10:00,33.011
24.09. 11:00,10.236
24.09. 12:00,0
24.09. 13:00,0
24.09. 14:00,0
24.09. 15:00,0
24.09. 16:00,0
24.09. 17:00,0
24.09. 18:00,0
24.09. 19:00,73.351
24.09. 20:00,73.402
24.09. 21:00,49.578
24.09. 22:00,13.088
24.09. 23:00,7.8942
25.09. 00:00,7.5686
25.09. 01:00,7.5593
25.09. 02:00,7.557
25.09. 03:00,7.5562
25.09. 04:00,7.5559
25.09. 05:00,7.5556
25.09. 06:00,15.1929
25.09. 07:00,117.41
25.09. 08:00,44.004
25.09. 09:00,99.01
25.09. 10:00,55.011
25.09. 11:00,32.237
25.09. 12:00,22.002
25.09. 13:00,22.003
25.09. 14:00,0
25.09. 15:00,0
25.09. 16:00,0
25.09. 17:00,0
25.09. 18:00,0
25.09. 19:00,73.364
25.09. 20:00,73.384
25.09. 21:00,49.514
25.09. 22:00,13.112
25.09. 23:00,7.9087
26.09. 00:00,7.5828
26.09. 01:00,7.5587
26.09. 02:00,7.5574
26.09. 03:00,7.5567
26.09. 04:00,7.5564
26.09. 05:00,7.5562
26.09. 06:00,25.559
26.09. 07:00,73.404
26.09. 08:00,0
26.09. 09:00,33.005
26.09. 10:00,33.011
26.09. 11:00,10.236
26.09. 12:00,0
26.09. 13:00,0
26.09. 14:00,0
26.09. 15:00,0
26.09. 16:00,0
26.09. 17:00,0
26.09. 18:00,13.211
26.09. 19:00,73.374
26.09. 20:00,73.364
26.09. 21:00,36.395
26.09. 22:00,9.3962
26.09. 23:00,7.6581
27.09. 00:00,7.5691
27.09. 01:00,7.5615
27.09. 02:00,7.5591
27.09. 03:00,7.5583
27.09. 04:00,7.5575
27.09. 05:00,7.5573
27.09. 06:00,24.326
27.09. 07:00,73.4032
27.09. 08:00,0
27.09. 09:00,34.3143
27.09. 10:00,47.273
27.09. 11:00,89.39851
27.09. 12:00,88.757
27.09. 13:00,50.442
27.09. 14:00,18.075
27.09. 15:00,11.074
27.09. 16:00,0
27.09. 17:00,0
27.09. 18:00,52.703
27.09. 19:00,73.375
27.09. 20:00,10.534
27.09. 21:00,7.8891
27.09. 22:00,7.5882
27.09. 23:00,7.5638
28.09. 00:00,7.561
28.09. 01:00,7.5588
28.09. 02:00,7.558
28.09. 03:00,7.5577
28.09. 04:00,7.5576
28.09. 05:00,72.056
28.09. 06:00,73.4015
28.09. 07:00,73.403
28.09. 08:00,0
28.09. 09:00,33.005
28.09. 10:00,33.011
28.09. 11:00,10.23
28.09. 12:00,0
28.09. 13:00,0
28.09. 14:00,0
28.09. 15:00,0
28.09. 16:00,0
28.09. 17:00,0
28.09. 18:00,52.702
28.09. 19:00,73.372
28.09. 20:00,73.34
28.09. 21:00,10.772
28.09. 22:00,7.9886
28.09. 23:00,7.686
29.09. 00:00,7.5765
29.09. 01:00,7.5669
29.09. 02:00,7.5605
29.09. 03:00,7.5581
29.09. 04:00,7.5573
29.09. 05:00,7.557
29.09. 06:00,7.55685
29.09. 07:00,43.344
29.09. 08:00,73.403
29.09. 09:00,73.405
29.09. 10:00,73.407
29.09. 11:00,0
29.09. 12:00,0
29.09. 13:00,0
29.09. 14:00,0
29.09. 15:00,0
29.09. 16:00,0
29.09. 17:00,0
29.09. 18:00,0
29.09. 19:00,0
29.09. 20:00,0
29.09. 21:00,0
29.09. 22:00,0
29.09. 23:00,0
30.09. 00:00,0
30.09. 01:00,0
30.09. 02:00,0
30.09. 03:00,0
30.09. 04:00,0
30.09. 05:00,0
30.09. 06:00,0
30.09. 07:00,0
30.09. 08:00,0
30.09. 09:00,0
30.09. 10:00,0
30.09. 11:00,0
30.09. 12:00,0
30.09. 13:00,0
30.09. 14:00,0
30.09. 15:00,0
30.09. 16:00,0
30.09. 17:00,0
30.09. 18:00,0
30.09. 19:00,0
30.09. 20:00,0
30.09. 21:00,0
30.09. 22:00,0
30.09. 23:00,0
01.10. 00:00,0
01.10. 01:00,0
01.10. 02:00,0
01.10. 03:00,0
01.10. 04:00,0
01.10. 05:00,0
01.10. 06:00,0
01.10. 07:00,29.907
01.10. 08:00,44.003
01.10. 09:00,77.01
01.10. 10:00,54.786
01.10. 11:00,10.236
01.10. 12:00,0
01.10. 13:00,0
01.10. 14:00,0
01.10. 15:00,0
01.10. 16:00,0
01.10. 17:00,0
01.10. 18:00,0
01.10. 19:00,73.345
01.10. 20:00,73.401
01.10. 21:00,49.545
01.10. 22:00,13.08
01.10. 23:00,7.8881
02.10. 00:00,7.5627
02.10. 01:00,8.0629
02.10. 02:00,8.0626
02.10. 03:00,8.0624
02.10. 04:00,8.0621
02.10. 05:00,8.0618
02.10. 06:00,8.06156
02.10. 07:00,60.939
02.10. 08:00,21.98
02.10. 09:00,55.006
02.10. 10:00,55.012
02.10. 11:00,32.238
02.10. 12:00,22.002
02.10. 13:00,10.399
02.10. 14:00,0
02.10. 15:00,0
02.10. 16:00,0
02.10. 17:00,0
02.10. 18:00,11.526
02.10. 19:00,73.372
02.10. 20:00,73.341
02.10. 21:00,38.109
02.10. 22:00,9.8885
02.10. 23:00,8.0936
03.10. 00:00,7.5893
03.10. 01:00,7.5582
03.10. 02:00,7.5569
03.10. 03:00,7.5568
03.10. 04:00,7.5568
03.10. 05:00,7.5567
03.10. 06:00,25.957
03.10. 07:00,103.609
03.10. 08:00,44.003
03.10. 09:00,77.01
03.10. 10:00,54.521
03.10. 11:00,10.236
03.10. 12:00,0
03.10. 13:00,0
03.10. 14:00,0
03.10. 15:00,0
03.10. 16:00,0
03.10. 17:00,0
03.10. 18:00,52.702
03.10. 19:00,73.373
03.10. 20:00,73.341
03.10. 21:00,8.0283
03.10. 22:00,7.6938
03.10. 23:00,7.5772
04.10. 00:00,7.5568
04.10. 01:00,8.0637
04.10. 02:00,8.0635
04.10. 03:00,8.0632
04.10. 04:00,8.063
04.10. 05:00,8.0627
04.10. 06:00,26.463
04.10. 07:00,73.403
04.10. 08:00,0
04.10. 09:00,55.005
04.10. 10:00,55.011
04.10. 11:00,32.237
04.10. 12:00,22.002
04.10. 13:00,17.871
04.10. 14:00,0
04.10. 15:00,0
04.10. 16:00,0
04.10. 17:00,0
04.10. 18:00,52.705
04.10. 19:00,73.381
04.10. 20:00,73.354
04.10. 21:00,8.033
04.10. 22:00,7.6986
04.10. 23:00,7.582
05.10. 00:00,7.5616
05.10. 01:00,7.5588
05.10. 02:00,7.558
05.10. 03:00,7.5578
05.10. 04:00,7.5575
05.10. 05:00,24.343
05.10. 06:00,72.718
05.10. 07:00,109.048
05.10. 08:00,44.003
05.10. 09:00,77.01
05.10. 10:00,33.011
05.10. 11:00,10.236
05.10. 12:00,0
05.10. 13:00,0
05.10. 14:00,0
05.10. 15:00,0
05.10. 16:00,0
05.10. 17:00,0
05.10. 18:00,52.702
05.10. 19:00,73.372
05.10. 20:00,73.36
05.10. 21:00,10.841
05.10. 22:00,8.0447
05.10. 23:00,7.7408
06.10. 00:00,7.6307
06.10. 01:00,7.5842
06.10. 02:00,7.5658
06.10. 03:00,7.559
06.10. 04:00,7.558
06.10. 05:00,7.5573
06.10. 06:00,7.5571
06.10. 07:00,57.61899
06.10. 08:00,73.403
06.10. 09:00,73.405
06.10. 10:00,73.407
06.10. 11:00,8.4023
06.10. 12:00,0
06.10. 13:00,0
06.10. 14:00,0
06.10. 15:00,0
06.10. 16:00,0
06.10. 17:00,0
06.10. 18:00,0
06.10. 19:00,0
06.10. 20:00,0
06.10. 21:00,0
06.10. 22:00,0
06.10. 23:00,0
07.10. 00:00,0
07.10. 01:00,0
07.10. 02:00,0
07.10. 03:00,0
07.10. 04:00,0
07.10. 05:00,0
07.10. 06:00,0
07.10. 07:00,0
07.10. 08:00,0
07.10. 09:00,0
07.10. 10:00,0
07.10. 11:00,0
07.10. 12:00,0
07.10. 13:00,0
07.10. 14:00,0
07.10. 15:00,0
07.10. 16:00,0
07.10. 17:00,0
07.10. 18:00,0
07.10. 19:00,0
07.10. 20:00,0
07.10. 21:00,0
07.10. 22:00,0
07.10. 23:00,0
08.10. 00:00,0
08.10. 01:00,0
08.10. 02:00,0
08.10. 03:00,0
08.10. 04:00,0
08.10. 05:00,0
08.10. 06:00,0
08.10. 07:00,0
08.10. 08:00,0
08.10. 09:00,33.005
08.10. 10:00,33.011
08.10. 11:00,10.236
08.10. 12:00,0
08.10. 13:00,0
08.10. 14:00,0
08.10. 15:00,0
08.10. 16:00,0
08.10. 17:00,0
08.10. 18:00,0
08.10. 19:00,73.354
08.10. 20:00,73.402
08.10. 21:00,49.135
08.10. 22:00,12.967
08.10. 23:00,7.8105
09.10. 00:00,7.606
09.10. 01:00,7.5599
09.10. 02:00,7.5564
09.10. 03:00,7.5562
09.10. 04:00,7.556
09.10. 05:00,7.5559
09.10. 06:00,7.5558
09.10. 07:00,26.5977
09.10. 08:00,32.188
09.10. 09:00,99.008
09.10. 10:00,99.016
09.10. 11:00,32.237
09.10. 12:00,22.002
09.10. 13:00,22.003
09.10. 14:00,0
09.10. 15:00,0
09.10. 16:00,0
09.10. 17:00,0
09.10. 18:00,45.976
09.10. 19:00,73.366
09.10. 20:00,73.351
09.10. 21:00,66.675
09.10. 22:00,0
09.10. 23:00,0
10.10. 00:00,0
10.10. 01:00,0
10.10. 02:00,0
10.10. 03:00,0
10.10. 04:00,0
10.10. 05:00,0
10.10. 06:00,0
10.10. 07:00,73.403
10.10. 08:00,0
10.10. 09:00,33.005
10.10. 10:00,77.014
10.10. 11:00,54.241
10.10. 12:00,0
10.10. 13:00,0
10.10. 14:00,0
10.10. 15:00,0
10.10. 16:00,0
10.10. 17:00,0
10.10. 18:00,52.705
10.10. 19:00,73.381
10.10. 20:00,70.479
10.10. 21:00,7.032
10.10. 22:00,7.6139
10.10. 23:00,7.6137
11.10. 00:00,7.6135
11.10. 01:00,7.6133
11.10. 02:00,7.6131
11.10. 03:00,7.6129
11.10. 04:00,7.6127
11.10. 05:00,7.6125
11.10. 06:00,73.402
11.10. 07:00,73.403
11.10. 08:00,0
11.10. 09:00,48.094
11.10. 10:00,55.01
11.10. 11:00,36.529
11.10. 12:00,22.002
11.10. 13:00,22.002
11.10. 14:00,10.131
11.10. 15:00,0
11.10. 16:00,0
11.10. 17:00,0
11.10. 18:00,52.704
11.10. 19:00,73.378
11.10. 20:00,71.768
11.10. 21:00,7.1597
11.10. 22:00,7.7524
11.10. 23:00,7.7521
12.10. 00:00,7.7519
12.10. 01:00,7.7517
12.10. 02:00,7.7515
12.10. 03:00,7.7512
12.10. 04:00,7.751
12.10. 05:00,25.043
12.10. 06:00,72.162
12.10. 07:00,89.951
12.10. 08:00,44.002
12.10. 09:00,77.009
12.10. 10:00,77.016
12.10. 11:00,10.236
12.10. 12:00,0
12.10. 13:00,0
12.10. 14:00,0
12.10. 15:00,0
12.10. 16:00,0
12.10. 17:00,0
12.10. 18:00,52.701
12.10. 19:00,73.369
12.10. 20:00,73.355
12.10. 21:00,10.693
12.10. 22:00,7.9257
12.10. 23:00,7.6247
13.10. 00:00,7.5739
13.10. 01:00,7.5661
13.10. 02:00,7.5597
13.10. 03:00,7.5573
13.10. 04:00,8.0644
13.10. 05:00,8.0641
13.10. 06:00,8.0639
13.10. 07:00,44.747
13.10. 08:00,73.403
13.10. 09:00,73.405
13.10. 10:00,73.407
13.10. 11:00,12.288
13.10. 12:00,0
13.10. 13:00,0
13.10. 14:00,0
13.10. 15:00,0
13.10. 16:00,0
13.10. 17:00,0
13.10. 18:00,0
13.10. 19:00,0
13.10. 20:00,0
13.10. 21:00,0
13.10. 22:00,0
13.10. 23:00,0
14.10. 00:00,0
14.10. 01:00,0
14.10. 02:00,0
14.10. 03:00,0
14.10. 04:00,0
14.10. 05:00,0
14.10. 06:00,0
14.10. 07:00,0
14.10. 08:00,0
14.10. 09:00,0
14.10. 10:00,0
14.10. 11:00,0
14.10. 12:00,0
14.10. 13:00,0
14.10. 14:00,0
14.10. 15:00,0
14.10. 16:00,0
14.10. 17:00,0
14.10. 18:00,0
14.10. 19:00,0
14.10. 20:00,0
14.10. 21:00,0
14.10. 22:00,0
14.10. 23:00,0
15.10. 00:00,0
15.10. 01:00,0
15.10. 02:00,0
15.10. 03:00,0
15.10. 04:00,0
15.10. 05:00,0
15.10. 06:00,0
15.10. 07:00,0
15.10. 08:00,0
15.10. 09:00,33.005
15.10. 10:00,33.011
15.10. 11:00,10.236
15.10. 12:00,0
15.10. 13:00,0
15.10. 14:00,0
15.10. 15:00,0
15.10. 16:00,0
15.10. 17:00,0
15.10. 18:00,0
15.10. 19:00,73.354
15.10. 20:00,73.402
15.10. 21:00,44.385
15.10. 22:00,11.646
15.10. 23:00,8.4533
16.10. 00:00,7.9062
16.10. 01:00,7.6695
16.10. 02:00,7.5625
16.10. 03:00,7.5571
16.10. 04:00,7.5563
16.10. 05:00,7.5561
16.10. 06:00,7.556
16.10. 07:00,30.6862
16.10. 08:00,0
16.10. 09:00,0
16.10. 10:00,6.8963
16.10. 11:00,38.856
16.10. 12:00,35.4724
16.10. 13:00,70.70895
16.10. 14:00,90.182
16.10. 15:00,14.385
16.10. 16:00,17.89
16.10. 17:00,0
16.10. 18:00,32.088
16.10. 19:00,37.81
